,Unnamed: 0,n1,n2,T1,P1,T2,P2,T3,P3,T34,P34,T4,P4,gc1,Qmfs,type
217,217,8641,5063,288,94400,652.5552593,1144990.196,1270.975501,1087740.686,967.9851445,299100.3181,778.3602362,99600,44.55652076,0.889123848,2
976,976,9294.571429,5716.571429,288,94400,719.6015355,1697463.283,1417.867778,1612590.119,1069.96921,410483.5417,792.2892014,99600,62.39390227,1.456558446,5
268,268,8667.142857,5089.142857,288,94400,655.5286029,1165200.23,1276.162234,1106940.218,973.3197309,306085.3808,776.74723,99600,45.28963197,0.908208855,5
338,338,8745.571429,5167.571429,288,94400,665.3492161,1233442.177,1278.576721,1171770.068,966.9710392,311528.7254,768.6864261,99600,47.43923338,0.941556423,3
1436,1436,9686.714286,6108.714286,288,94400,758.2931937,2120135.069,1491.302811,2014128.316,1113.592674,475958.2346,796.7882021,99600,72.79226928,1.816140202,3
583,583,8954.714286,5376.714286,288,94400,688.2736156,1410377.059,1347.523821,1339858.206,1016.153034,345232.5846,784.0397411,99600,53.16970352,1.152388411,2
400,400,8797.857143,5219.857143,288,94400,669.7989026,1267467.097,1293.633731,1204093.742,979.3746067,320544.2346,771.179259,99600,48.92862918,0.991239884,5
1212,1212,9503.714286,5925.714286,288,94400,730.637732,1825733.798,1419.743201,1734447.109,1067.831154,430837.3945,780.3800774,99600,68.11954003,1.57191269,1
253,253,8667.142857,5089.142857,288,94400,656.5951513,1171586.23,1286.882833,1113006.919,979.1230885,303411.9907,783.765218,99600,45.25225416,0.923545996,2
729,729,9085.428571,5507.428571,288,94400,700.3932178,1515277.297,1369.848831,1439513.432,1031.308667,366057.0657,784.2046128,99600,56.74608242,1.255957515,4
434,434,8824,5246,288,94400,675.6838508,1308600.646,1292.280157,1243170.614,972.2564778,321386.1794,765.5560417,99600,49.54848162,0.992632454,3
82,82,8510.285714,4932.285714,288,94400,642.9707494,1075794.893,1254.4311,1022005.148,961.1105101,289811.7124,779.3006111,99600,42.19118062,0.8288582,5
339,339,8745.571429,5167.571429,288,94400,664.765781,1229801.96,1294.6279,1168311.862,981.8096973,313273.5443,778.5909676,99600,47.4590138,0.970323418,4
760,760,9111.571429,5533.571429,288,94400,702.2287195,1532559.932,1366.15251,1455931.936,1029.087784,371873.6558,779.3234826,99600,57.47084774,1.260899923,5
734,734,9085.428571,5507.428571,288,94400,702.768846,1533511.353,1351.72606,1456835.785,1012.301491,362603.8146,771.2580902,99600,56.68278925,1.212410845,3
1491,1491,9739,6161,288,94400,757.5988535,2097180.232,1557.958499,1992321.221,1177.796766,494645.3582,841.3060589,99600,73.2390218,2.01991539,4
224,224,8641,5063,288,94400,654.7682593,1157495.823,1256.610777,1099621.032,952.6734251,297240.1225,768.2099044,99600,44.47741502,0.861685869,3
609,609,8980.857143,5402.857143,288,94400,690.0052045,1425785.886,1345.643585,1354496.592,1014.347453,348662.3141,780.7073594,99600,53.90910144,1.161850493,4
1359,1359,9634.428571,6056.428571,288,94400,747.1447007,2002807.427,1494.755564,1902667.055,1125.71458,470812.5081,809.09038,99600,71.52534187,1.819046459,4
58,58,8484.142857,4906.142857,288,94400,642.2480232,1068766.89,1256.002611,1015328.546,963.4669567,289276.2126,780.8451181,99600,41.8852794,0.826100869,5
1422,1422,9686.714286,6108.714286,288,94400,744.2328707,1985148.878,1457.323301,1885891.434,1094.942541,460232.4227,794.2979733,99600,73.01284387,1.75833948,1
146,146,8562.571429,4984.571429,288,94400,650.9479292,1125151.557,1245.785229,1068893.979,944.2823893,289317.7217,768.912684,99600,42.56264127,0.812947156,3
223,223,8641,5063,288,94400,653.4935166,1150413.612,1281.828728,1092892.931,976.472184,299942.0069,784.2611984,99600,44.52316701,0.904642707,2
222,222,8641,5063,288,94400,647.3374206,1114561.34,1241.380171,1058833.273,946.3451481,294786.5995,766.4145214,99600,44.7391748,0.852288824,1
174,174,8588.714286,5010.714286,288,94400,637.1000372,1051399.969,1216.199972,998829.9703,931.7006709,285954.3306,764.1013949,99600,43.41560692,0.801424632,1
14,14,8458,4880,288,94400,643.9270657,1074535.468,1245.705864,1020808.695,950.8179619,285028.1,775.7243133,99600,41.49005797,0.800964758,3
1393,1393,9660.571429,6082.571429,288,94400,750.2717401,2037843.903,1510.322146,1935951.707,1137.925347,478126.7192,815.910136,99600,72.20702194,1.872986106,2
70,70,8510.285714,4932.285714,288,94400,642.6817294,1074261.795,1250.619432,1020548.706,957.2401121,288383.9396,778.177798,99600,42.20173291,0.823671179,5
187,187,8614.857143,5036.857143,288,94400,649.381752,1123909.786,1265.764143,1067714.296,965.2201961,295619.0931,778.7654953,99600,43.82702384,0.870485135,2
949,949,9268.428571,5690.428571,288,94400,719.6407678,1693889.957,1436.148822,1609195.459,1081.54663,402824.5816,805.3272461,99600,61.63627632,1.48149154,2
144,144,8562.571429,4984.571429,288,94400,636.1924915,1043347.834,1215.725462,991180.4425,932.0351382,284675.8492,765.0679279,99600,43.0931052,0.795898639,1
56,56,8484.142857,4906.142857,288,94400,648.1226908,1100195.032,1243.60135,1045185.281,944.5439279,285527.8058,771.1744241,99600,41.66753399,0.796088802,3
1137,1137,9425.285714,5847.285714,288,94400,734.8451595,1850274.517,1507.061868,1757760.792,1138.804178,439677.6513,834.0972094,99600,65.82635238,1.730861993,4
296,296,8693.285714,5115.285714,288,94400,664.4920177,1220973.708,1265.166536,1159925.023,952.6949654,303050.2221,764.0667779,99600,45.80771728,0.888249744,3
1430,1430,9686.714286,6108.714286,288,94400,755.9638934,2098080.119,1488.636595,1993176.113,1113.514644,476114.0684,796.6545354,99600,72.84583571,1.81528968,3
1446,1446,9712.857143,6134.857143,288,94400,748.7023669,2020307.185,1477.518376,1919291.825,1111.150537,468257.9823,804.5362999,99600,73.16518418,1.808487433,1
1056,1056,9373,5795,288,94400,722.6391772,1735027.517,1405.740798,1648276.141,1055.820281,411353.9976,780.4982476,99600,64.57801459,1.472019609,1
877,877,9216.142857,5638.142857,288,94400,712.6172792,1628571.03,1396.795563,1547142.479,1050.493704,388895.5719,787.5027839,99600,60.27958581,1.372317106,2
278,278,8693.285714,5115.285714,288,94400,659.3344402,1190791.342,1268.390415,1131251.775,961.3626488,304607.9711,769.4005193,99600,45.99058229,0.904188065,3
1060,1060,9373,5795,288,94400,725.7463671,1761906.456,1427.584246,1673811.133,1075.075504,420775.3782,791.3482653,99600,64.51728465,1.517633669,5
369,369,8771.714286,5193.714286,288,94400,667.6826278,1251025.013,1299.553414,1188473.763,984.5025081,316720.3985,778.091851,99600,48.18191711,0.989513067,4
88,88,8510.285714,4932.285714,288,94400,643.1650602,1076826.462,1256.93425,1022985.139,963.6479369,290734.1192,780.0394151,99600,42.18408035,0.832258389,5
219,219,8641,5063,288,94400,652.6166294,1145351.93,1274.524952,1088084.334,971.0637394,299438.8667,780.4693242,99600,44.5543494,0.894695304,4
1394,1394,9660.571429,6082.571429,288,94400,750.9983867,2044751.999,1470.413105,1942514.399,1098.463851,463148.0833,796.2186458,99600,72.19497551,1.759617757,3
686,686,9033.142857,5455.142857,288,94400,701.5577023,1516524.548,1341.571017,1440698.321,1001.35232,353153.3029,768.1350098,99600,55.14217777,1.160849029,3
1483,1483,9739,6161,288,94400,755.8327671,2080327.176,1526.996578,1976310.817,1151.198654,487890.6745,822.1026738,99600,73.26669396,1.935386102,2
651,651,9007,5429,288,94400,694.9624819,1464885.334,1384.994869,1391641.067,1045.753702,357149.4588,800.5767812,99600,54.55240183,1.247227633,4
1182,1182,9477.571429,5899.571429,288,94400,728.5917253,1803091.098,1414.238149,1712936.543,1063.582724,425913.1573,779.356808,99600,67.41992851,1.54602072,1
530,530,8902.428571,5324.428571,288,94400,686.0109011,1387698.116,1309.750088,1318313.21,981.5654799,332761.977,765.418259,99600,51.63929631,1.051246453,3
975,975,9294.571429,5716.571429,288,94400,720.9894723,1709100.245,1437.723946,1623645.233,1083.163839,407262.582,804.4389681,99600,62.36296229,1.500102635,4
43,43,8484.142857,4906.142857,288,94400,643.5121671,1075475.872,1269.526218,1021702.078,972.2445832,287903.9688,789.3325414,99600,41.83879718,0.843938647,2
1016,1016,9320.714286,5742.714286,288,94400,728.7486119,1778212.603,1410.797349,1689301.973,1052.095986,404404.481,781.0199855,99600,62.93016929,1.434584268,3
230,230,8641,5063,288,94400,656.4828845,1167067.909,1255.576993,1108714.514,949.9118615,296858.4895,766.6023592,99600,44.41557812,0.856581388,3
918,918,9242.285714,5664.285714,288,94400,706.5587665,1581629.278,1350.666719,1502547.814,1013.783256,379265.8074,763.7415625,99600,61.15753325,1.298702012,1
442,442,8824,5246,288,94400,673.3582728,1293455.97,1308.791916,1228783.172,992.6520694,328703.2866,775.8326259,99600,49.62502315,1.027386154,5
57,57,8484.142857,4906.142857,288,94400,645.5299942,1086245.911,1304.064782,1031933.616,1000.089727,289997.1401,808.5224557,99600,41.76417849,0.892199642,4
625,625,8980.857143,5402.857143,288,94400,693.1737306,1448389.351,1379.281263,1375969.884,1040.872317,352603.9155,799.3267346,99600,53.813543,1.221774796,2
147,147,8562.571429,4984.571429,288,94400,648.347644,1111098.868,1307.131499,1055543.924,1000.794576,294321.2662,806.8407928,99600,42.65841218,0.91249667,4
1099,1099,9399.142857,5821.142857,288,94400,730.9677355,1811549.871,1467.05474,1720972.377,1105.045866,428173.1663,811.9661473,99600,65.15765199,1.620274948,2
298,298,8693.285714,5115.285714,288,94400,658.6975828,1186926.043,1282.721058,1127579.741,977.5743772,310240.0583,776.8539741,99600,46.01264771,0.929255585,5
1470,1470,9739,6161,288,94400,752.8701734,2052284.102,1493.471371,1949669.896,1123.854435,475300.0588,812.3478841,99600,73.31273975,1.847715607,0
907,907,9242.285714,5664.285714,288,94400,714.9879537,1651579.672,1403.015042,1569000.689,1055.147242,393759.1036,788.783839,99600,60.98444239,1.398171918,2
1004,1004,9320.714286,5742.714286,288,94400,724.5145043,1742975.792,1407.237308,1655827.003,1053.207434,405010.0909,781.579113,99600,63.04002687,1.436865357,3
1334,1334,9608.285714,6030.285714,288,94400,747.8740631,2004231.404,1470.227407,1904019.834,1101.224383,460462.897,793.6770302,99600,70.77717186,1.731444496,3
1104,1104,9399.142857,5821.142857,288,94400,717.3595429,1691603.404,1371.039412,1607023.234,1030.005391,402266.5753,764.5838504,99600,65.38707907,1.41629401,1
666,666,9033.142857,5455.142857,288,94400,691.7986016,1444383.135,1329.448628,1372163.978,1000.249718,351832.1102,768.0684611,99600,55.42083633,1.158434663,1
776,776,9111.571429,5533.571429,288,94400,709.3208949,1586827.654,1360.227432,1507486.272,1014.560133,366197.3577,770.9885366,99600,57.27287354,1.231608253,3
685,685,9033.142857,5455.142857,288,94400,698.4474648,1493836.792,1391.541041,1419144.952,1049.394018,361305.8446,801.0741736,99600,55.23737967,1.270559088,2
919,919,9242.285714,5664.285714,288,94400,717.293561,1670578.061,1429.953991,1587049.158,1076.913854,397921.2375,804.0837775,99600,60.9309425,1.454605766,2
1489,1489,9739,6161,288,94400,757.2043694,2093407.004,1542.616856,1988736.654,1164.062459,491151.8533,831.3816004,99600,73.24521732,1.976601288,2
112,112,8536.428571,4958.428571,288,94400,643.8783297,1083857.716,1255.337439,1029664.83,961.2721625,291252.8563,778.509745,99600,42.48993482,0.834966022,5
1170,1170,9477.571429,5899.571429,288,94400,733.7062263,1849505.631,1442.367471,1757030.349,1084.109026,436017.1839,791.262934,99600,67.33956151,1.605265161,0
555,555,8928.571429,5350.571429,288,94400,685.7169452,1389182.563,1349.486195,1319723.435,1019.02647,342021.2408,788.0726878,99600,52.45127634,1.14467517,4
7,7,8458,4880,288,94400,641.7283752,1062864.028,1259.076851,1009720.826,964.9289182,286209.1876,785.0163409,99600,41.57145886,0.825131033,2
492,492,8876.285714,5298.285714,288,94400,673.5262552,1299090.459,1283.963596,1234135.936,968.9951527,324808.53,761.2095063,99600,51.22062993,1.014048605,1
619,619,8980.857143,5402.857143,288,94400,692.0655872,1440559.708,1366.417235,1368531.722,1030.604582,351089.0846,792.101645,99600,53.84793252,1.198572662,2
138,138,8562.571429,4984.571429,288,94400,638.1750142,1054962.46,1224.504578,1002214.337,938.0388674,286241.1116,767.8340671,99600,43.02499203,0.805486298,1
1197,1197,9477.571429,5899.571429,288,94400,739.1548438,1898348.843,1519.450718,1803431.401,1148.423804,450379.7517,837.0705297,99600,67.23382524,1.791346487,4
1010,1010,9320.714286,5742.714286,288,94400,726.5676113,1760178.919,1408.431785,1672169.973,1052.171121,404633.0652,780.9544463,99600,62.98944823,1.43456168,3
837,837,9163.857143,5585.857143,288,94400,711.6034748,1612930.392,1442.463379,1532283.873,1089.515148,388153.3232,819.0361089,99600,58.76979053,1.441273839,4
709,709,9059.285714,5481.285714,288,94400,699.9172683,1508494.481,1384.824585,1433069.757,1043.494859,364240.035,794.8006676,99600,55.98178554,1.271100862,2
674,674,9033.142857,5455.142857,288,94400,697.6268192,1487893.949,1339.667449,1413499.252,1003.885653,353971.0329,769.6027192,99600,55.26231691,1.166099452,3
1246,1246,9529.857143,5951.857143,288,94400,739.158205,1908192.078,1472.116655,1812782.474,1111.8262,457699.729,803.9892634,99600,68.71864855,1.704720652,5
475,475,8850.142857,5272.142857,288,94400,679.3371441,1335918.213,1348.422515,1269122.302,1019.995433,331452.7896,795.7265724,99600,50.24041309,1.10413793,2
176,176,8588.714286,5010.714286,288,94400,651.9812938,1134131.064,1246.656585,1077424.511,944.2655343,290664.996,768.1239898,99600,42.88320157,0.819090665,3
250,250,8667.142857,5089.142857,288,94400,654.9420448,1161699.852,1268.013485,1103614.859,964.9994398,302756.8056,773.2973214,99600,45.31011998,0.896118861,5
46,46,8484.142857,4906.142857,288,94400,641.865442,1066742.287,1251.054831,1013405.173,958.4508109,287462.1712,779.3632123,99600,41.89930657,0.819431345,5
42,42,8484.142857,4906.142857,288,94400,637.7424865,1043618.173,1232.274023,991437.2646,945.2299137,284088.3662,773.4676192,99600,42.04964285,0.799345555,1
1012,1012,9320.714286,5742.714286,288,94400,722.5128401,1725969.358,1432.93793,1639670.89,1083.843085,420729.301,798.5181789,99600,63.08395493,1.50301045,5
518,518,8902.428571,5324.428571,288,94400,682.4560933,1363520.248,1310.982599,1295344.236,986.6225559,333865.408,768.5062793,99600,51.75313233,1.061426351,3
1033,1033,9346.857143,5768.857143,288,94400,725.3267186,1754057.417,1440.851486,1666354.546,1084.375611,415640.6765,801.3391146,99600,63.77568569,1.533140376,2
416,416,8797.857143,5219.857143,288,94400,676.4697612,1309947.493,1286.828266,1244450.119,965.0675941,317043.5689,763.4168762,99600,48.70355205,0.964953468,3
1210,1210,9503.714286,5925.714286,288,94400,736.4188362,1878532.784,1456.89557,1784606.145,1097.598096,446565.7319,797.3216449,99600,68.02943653,1.653699547,5
1106,1106,9399.142857,5821.142857,288,94400,735.5231853,1850771.428,1428.897766,1758232.856,1065.757813,419279.4272,784.595329,99600,65.04666522,1.51368024,3
1485,1485,9739,6161,288,94400,756.0973165,2082845.192,1537.161066,1978702.932,1160.292808,490218.0813,828.64655,99600,73.26255946,1.963894729,4
967,967,9294.571429,5716.571429,288,94400,719.6171307,1697593.678,1415.061956,1612713.994,1064.1345,403438.5177,791.0792295,99600,62.39355558,1.449912539,2
547,547,8928.571429,5350.571429,288,94400,684.5278883,1380980.648,1329.634276,1311931.615,1002.680505,339718.2136,776.973794,99600,52.48818145,1.109011071,2
171,171,8588.714286,5010.714286,288,94400,648.3378107,1114391.227,1293.406201,1058671.666,989.1453281,294755.1714,797.8128992,99600,43.01666126,0.89867874,4
27,27,8458,4880,288,94400,644.5700995,1077966.041,1303.013635,1024067.739,999.8427023,288555.5905,809.0775869,99600,41.46613191,0.885427743,4
1456,1456,9712.857143,6134.857143,288,94400,752.8994356,2060561.418,1512.569598,1957533.347,1143.902999,493250.1264,814.541217,99600,73.10811186,1.896731149,5
1166,1166,9451.428571,5873.428571,288,94400,739.8905608,1899307.116,1440.60997,1804341.76,1074.628202,429284.3386,786.8163281,99600,66.45669241,1.567036502,3
169,169,8588.714286,5010.714286,288,94400,648.1494218,1113374.224,1282.754511,1057705.513,979.9024091,293799.8836,791.3831285,99600,43.02352119,0.882454372,2
920,920,9242.285714,5664.285714,288,94400,719.5595899,1688895.126,1389.955619,1604450.37,1038.340802,390086.6743,777.2894658,99600,60.87153143,1.357257707,3
1140,1140,9451.428571,5873.428571,288,94400,731.6089551,1826270.843,1436.670449,1734957.301,1079.751866,430947.8047,790.146257,99600,66.63741345,1.578415216,0
8,8,8458,4880,288,94400,642.3899692,1066366.493,1247.539638,1013048.168,954.1823112,285414.2692,777.8094299,99600,41.54703139,0.806674862,3
528,528,8902.428571,5324.428571,288,94400,674.0485829,1304355.993,1278.309418,1239138.193,964.1466017,325820.3779,757.147581,99600,51.99265501,1.017922135,1
948,948,9268.428571,5690.428571,288,94400,708.839704,1603479.937,1356.320705,1523305.941,1017.909437,383761.7859,764.5910651,99600,61.85867645,1.322211598,1
1190,1190,9477.571429,5899.571429,288,94400,739.7987547,1904006.952,1444.04672,1808806.605,1079.176577,434605.2359,787.9608135,99600,67.21806062,1.593970981,3
236,236,8641,5063,288,94400,658.2772932,1177141.908,1255.12809,1118284.813,947.5925249,296498.1562,765.29804,99600,44.3504988,0.85224814,3
255,255,8667.142857,5089.142857,288,94400,656.7140535,1172299.86,1294.023331,1113684.867,985.3046985,304075.86,787.9957645,99600,45.24807723,0.935010503,4
1165,1165,9451.428571,5873.428571,288,94400,736.5611825,1870237.831,1493.91057,1776725.939,1126.386022,441175.1842,823.2433576,99600,66.53934523,1.712028963,2
1275,1275,9556,5978,288,94400,742.5883565,1944592.638,1497.422594,1847363.006,1128.927209,458769.308,817.1947798,99600,69.39521907,1.78192078,4
175,175,8588.714286,5010.714286,288,94400,649.1391597,1118724.206,1294.104118,1062787.996,988.7974109,294623.4694,797.6631853,99600,42.98743428,0.898130814,2
165,165,8588.714286,5010.714286,288,94400,647.2963199,1108776.608,1278.670863,1053337.777,977.2953836,293621.0057,789.5114869,99600,43.05453321,0.877828509,4
1206,1206,9503.714286,5925.714286,288,94400,733.1949271,1849217.739,1433.806408,1756756.852,1077.073049,435955.2764,785.5078973,99600,68.08324107,1.601929129,1
546,546,8928.571429,5350.571429,288,94400,681.285947,1357750.222,1306.787554,1289862.711,985.0603131,335566.7715,766.4023115,99600,52.5801124,1.072210784,1
118,118,8536.428571,4958.428571,288,94400,644.0719839,1084888.711,1257.85394,1030644.276,963.8251083,292193.0185,779.2387232,99600,42.48288464,0.838414268,5
180,180,8614.857143,5036.857143,288,94400,648.5335463,1119025.249,1256.022308,1063073.986,957.7955566,295127.4514,773.7687597,99600,43.85732598,0.856865218,0
1282,1282,9556,5978,288,94400,741.9555431,1938780.088,1488.465214,1841841.084,1127.241347,469704.4441,811.4875205,99600,69.40670718,1.759502753,5
787,787,9137.714286,5559.714286,288,94400,705.3395526,1560090.308,1378.310016,1482085.792,1036.888188,374745.984,784.0835364,99600,58.16198053,1.296848745,2
1249,1249,9529.857143,5951.857143,288,94400,741.5945888,1930394.346,1496.798331,1833874.629,1127.967425,454280.8155,818.4872166,99600,68.67340418,1.763850653,2
1183,1183,9477.571429,5899.571429,288,94400,736.1680863,1871449.636,1470.48072,1777877.154,1106.994915,441112.4567,807.4431395,99600,67.29205691,1.67134953,2
306,306,8719.428571,5141.428571,288,94400,658.5741518,1188904.251,1264.989901,1129459.039,960.113719,306453.0151,767.3607855,99600,46.84468973,0.916321725,1
615,615,8980.857143,5402.857143,288,94400,691.1332186,1433997.155,1362.017933,1362297.297,1027.727446,350730.4119,790.0351225,99600,53.8767567,1.191940122,4
192,192,8614.857143,5036.857143,288,94400,644.2887101,1094664.546,1237.661858,1039931.319,945.0760602,291948.151,768.0236766,99600,44.00732913,0.836490536,1
1299,1299,9582.142857,6004.142857,288,94400,743.2002919,1955414.84,1483.554383,1857644.098,1116.983208,460183.7828,806.7234441,99600,70.12227694,1.761617896,4
1458,1458,9712.857143,6134.857143,288,94400,743.2568209,1967808.567,1447.813805,1869418.138,1087.313306,456313.9866,789.5185124,99600,73.22048575,1.738984071,1
1416,1416,9686.714286,6108.714286,288,94400,746.8691573,2010643.282,1470.877748,1910111.118,1105.783621,465946.4347,801.0423251,99600,72.98388695,1.789553612,1
858,858,9190,5612,288,94400,701.884856,1537939.552,1339.018153,1461042.575,1005.264305,370245.3337,761.8015486,99600,59.75446434,1.251762894,1
640,640,9007,5429,288,94400,691.935969,1442691.414,1341.197099,1370556.843,1011.148671,353687.2196,775.2486202,99600,54.63885923,1.16543569,5
200,200,8614.857143,5036.857143,288,94400,653.4004055,1145933.426,1251.656211,1088636.755,948.4692636,293956.3385,768.1716746,99600,43.68166331,0.840301524,3
194,194,8614.857143,5036.857143,288,94400,651.699564,1136577.266,1252.733021,1079748.403,951.3157819,294340.181,769.852347,99600,43.74341587,0.845381676,3
1148,1148,9451.428571,5873.428571,288,94400,733.5331846,1843255.722,1436.245486,1751092.935,1077.213494,430309.5144,788.4048616,99600,66.59952874,1.572478394,3
348,348,8745.571429,5167.571429,288,94400,657.2300106,1181909.634,1249.35101,1122814.153,947.8320712,305432.1842,759.3496283,99600,47.70244241,0.908308249,1
1119,1119,9425.285714,5847.285714,288,94400,730.8020179,1814589.876,1449.361368,1723860.382,1090.700653,429255.2316,799.8157827,99600,65.90860873,1.594640173,4
892,892,9216.142857,5638.142857,288,94400,713.1331408,1632764.474,1407.153326,1551126.25,1064.069641,399879.9946,792.7439258,99600,60.26743455,1.394539069,5
969,969,9294.571429,5716.571429,288,94400,719.7169648,1698428.606,1419.551,1613507.176,1068.097425,404235.6318,793.8407404,99600,62.3913357,1.460244142,4
501,501,8876.285714,5298.285714,288,94400,681.3362924,1352589.256,1353.973355,1284959.794,1024.495486,335656.0826,796.4576589,99600,50.98419473,1.127872729,4
891,891,9216.142857,5638.142857,288,94400,715.2004043,1649659.156,1437.135358,1567176.198,1084.10839,395311.289,811.1462742,99600,60.21847913,1.457910028,4
829,829,9163.857143,5585.857143,288,94400,710.0254085,1600669.829,1410.603309,1520636.338,1062.400711,383142.2832,799.8747184,99600,58.81365334,1.374144326,2
15,15,8458,4880,288,94400,642.6594323,1067795.371,1275.116127,1014405.602,977.6976321,286948.049,793.8068846,99600,41.53706587,0.847271533,4
750,750,9111.571429,5533.571429,288,94400,701.7554418,1528884.219,1359.39406,1452440.008,1022.127847,368260.7428,775.8138102,99600,57.48278079,1.247589617,0
459,459,8850.142857,5272.142857,288,94400,676.3204917,1315980.238,1316.495735,1250181.227,995.0576363,328247.336,778.5280486,99600,50.33881136,1.051831536,4
1380,1380,9660.571429,6082.571429,288,94400,747.6587977,2013150.921,1480.734432,1912493.375,1113.659473,472087.0002,798.5748881,99600,72.25008192,1.797174909,0
988,988,9294.571429,5716.571429,288,94400,720.8820222,1708197.022,1435.988937,1622787.171,1088.642507,420754.1822,802.4242906,99600,62.36536375,1.496252473,5
321,321,8719.428571,5141.428571,288,94400,663.7924049,1220907.869,1318.737148,1159862.476,1002.358812,312150.6338,795.0214101,99600,46.66646376,0.996473818,4
799,799,9137.714286,5559.714286,288,94400,707.5552381,1577624.791,1404.34242,1498743.551,1057.818723,378436.0971,798.7261503,99600,58.10664582,1.348320862,2
550,550,8928.571429,5350.571429,288,94400,683.8785328,1376300.265,1322.870036,1307485.252,998.4556675,340694.3578,772.9010869,99600,52.50670336,1.097420742,5
1437,1437,9686.714286,6108.714286,288,94400,755.4166573,2092835.18,1567.624544,1988193.421,1186.375259,494677.2993,849.013422,99600,72.85620522,2.042362032,4
974,974,9294.571429,5716.571429,288,94400,722.2283308,1719542.317,1401.304675,1633565.202,1048.776739,400198.0364,780.4950665,99600,62.33519923,1.411287849,3
523,523,8902.428571,5324.428571,288,94400,682.838641,1366106.421,1335.809981,1297801.1,1008.353701,336984.8448,783.1307734,99600,51.74095592,1.107593183,2
942,942,9268.428571,5690.428571,288,94400,711.2622916,1623891.638,1369.292126,1542697.056,1028.055393,387913.843,770.2792107,99600,61.81432278,1.346394887,1
142,142,8562.571429,4984.571429,288,94400,644.7871193,1091982.907,1256.294394,1037383.762,961.4875991,292697.986,777.7635309,99600,42.78828738,0.841145356,5
429,429,8824,5246,288,94400,673.4635716,1294138.747,1310.560074,1229431.81,991.202006,324233.4402,778.1006642,99600,49.62157238,1.030355389,4
1009,1009,9320.714286,5742.714286,288,94400,724.2665407,1740861.681,1448.742857,1653818.597,1091.105908,412921.5174,808.0909926,99600,63.04548767,1.536616646,2
764,764,9111.571429,5533.571429,288,94400,705.2893625,1556414.284,1357.732187,1478593.569,1016.537355,366992.2938,772.0988871,99600,57.39214747,1.235922703,3
951,951,9268.428571,5690.428571,288,94400,719.9436648,1696423.722,1449.873178,1611602.536,1093.691884,405257.9876,813.876582,99600,61.6293429,1.512990602,4
1018,1018,9320.714286,5742.714286,288,94400,723.1844112,1731659.994,1442.410929,1645076.994,1093.603768,426111.8568,803.9058241,99600,63.06925587,1.524074553,5
819,819,9163.857143,5585.857143,288,94400,707.8891616,1583586.069,1388.822385,1504406.765,1045.224061,380123.1432,787.8470858,99600,58.86605721,1.331071224,4
1488,1488,9739,6161,288,94400,744.9930069,1976455.228,1453.083124,1877632.467,1091.538281,458311.263,792.2038183,99600,73.39690932,1.75395187,1
1448,1448,9712.857143,6134.857143,288,94400,752.9665138,2061199.131,1485.464381,1958139.175,1112.676786,472096.7932,804.6140559,99600,73.10705001,1.819696986,3
510,510,8902.428571,5324.428571,288,94400,680.8267348,1352248.815,1312.609081,1284636.374,990.0342305,334497.3422,770.6793887,99600,51.80276231,1.06805508,0
1336,1336,9608.285714,6030.285714,288,94400,745.2274448,1979489.846,1489.714767,1880515.354,1125.688914,474187.0458,808.0148269,99600,70.82313219,1.791606352,5
1465,1465,9712.857143,6134.857143,288,94400,756.7442411,2097355.425,1552.863897,1992487.654,1172.630536,492278.4358,838.3070169,99600,73.0468467,2.001865497,2
800,800,9137.714286,5559.714286,288,94400,709.7860136,1594650.829,1364.843332,1514918.287,1019.779196,371209.1727,772.4771673,99600,58.04239487,1.257258743,3
49,49,8484.142857,4906.142857,288,94400,644.3901979,1080153.059,1279.546847,1026145.406,979.8678722,288308.6485,794.6145103,99600,41.80639195,0.857306943,2
1364,1364,9634.428571,6056.428571,288,94400,749.8402755,2028210.395,1475.634306,1926799.875,1105.393301,465645.877,794.682295,99600,71.47961376,1.759099777,3
860,860,9190,5612,288,94400,714.733268,1641633.089,1377.416997,1559551.434,1029.039123,380578.3063,774.8625149,99600,59.45787393,1.306711287,3
18,18,8458,4880,288,94400,634.8514836,1024722.51,1223.02631,973486.3846,939.5303588,281365.2499,771.5790022,99600,41.82258949,0.784873622,1
284,284,8693.285714,5115.285714,288,94400,660.9225172,1200393.305,1266.648069,1140373.639,957.9639811,304056.9065,767.2554136,99600,45.93518954,0.898051097,3
925,925,9242.285714,5664.285714,288,94400,718.4780195,1680283.35,1443.903259,1596269.182,1088.199811,400047.5843,812.0621698,99600,60.90176058,1.484001592,2
1167,1167,9451.428571,5873.428571,288,94400,737.0103071,1874266.568,1513.240906,1780553.24,1143.586408,444991.5535,835.5469328,99600,66.53035915,1.760913367,4
1390,1390,9660.571429,6082.571429,288,94400,748.3883621,2020022.273,1490.707718,1919021.16,1123.951018,478524.7794,804.4081225,99600,72.23809956,1.823048648,5
150,150,8588.714286,5010.714286,288,94400,645.412378,1098668.657,1252.256027,1043735.224,956.5415138,292241.4532,775.5117565,99600,43.12271376,0.840689132,0
160,160,8588.714286,5010.714286,288,94400,645.4329576,1098778.738,1252.529229,1043839.801,956.8192243,292346.9515,775.5905111,99600,43.12197124,0.841069754,5
164,164,8588.714286,5010.714286,288,94400,648.5740738,1115667.555,1248.820114,1059884.177,949.9722361,291441.6748,771.5145774,99600,43.00805212,0.829141851,3
